.NET技术	Microsoft .Net Technology
影视人类学	TV and Film　Anthropology
影视文化概论	Introduction to Culture about Film & TV
影视心理学	Psychology of TV and Film
影视欣赏	Movie and TV Play Appreciation
影视艺术	Art of Film
影视艺术导论	Introduction to Movie Art
影视艺术概论	Introduction to Movie Art
影视艺术概论（B类）	Introduction to Movie Art
影视艺术理论及鉴赏	Introduction to Cinematographic Arts
影视艺术欣赏	Enjoyment of Movie Art
影视音乐与音效	TV and Film Music and Sound
影视音效	TV and Film Sound
影视与民俗文化	Folk-custom Culture of Film and TV
影视制片	Tv and Movie Production
影视制作	Movie and Tv Execution
影视制作实习（1）	Movie and Tv Execution Internship
影视制作实习（2）	Movie and Tv Execution Internship
影像与历史	Images and history
硬笔书法的创作与欣赏	Pen Calligraphic Inviting and Enjoyment
由李约瑟难题看中国传统科技文明	Understanding the Traditional Chinese Civilization of Science and Technology from the View of Needham Problem
游戏程序设计	Game Program Design
有害生物及其控制	Nocuous Biology and Its Control
有机合成	Organic Synthesis
有机合成（或机理）及实验	Organic Synthesis and Lab.
有机化学	Organic Chemistry
有机化学（A类）（1）	Organic Chemistry I
有机化学（A类）（2）	Organic Chemistry II
有机化学（B类）	Organic Chemistry
有机化学（C类）	Organic Chemistry
有机化学（D类）	Organic Chemistry
有机化学II	Organic Chemistry II
有机化学反应机理	Organic Reaction Mechanism
有机化学反应及实验	Organic Reaction and Experiment
有机化学实验	Organic Chemistry Lab.
有机化学实验（A类）	Organic Chemistry Lab.
有机化学实验（B类）	Organic Chemistry Lab.
有机化学实验（C类）	Organic Chemistry Lab.
有机化学实验（D类）	Organic Chemistry Lab.
有机化学与实验	Organic Chemistry Lab.
有机与生物化学	Organic and Biochemistry
有机与生物化学实验	Organic and Biochemistry Lab.
有限单元法	Finite Element Analysis
有限元分析	Finite Element Analysis
有限元基础	Fundamentals of Finite Element Analysis
有限元基础（A类）	Fundamentals of Finite Element Analysis
有限元基础（B类）	Fundamentals of Finite Element Analysis
有限元数值模拟基础	Fundamental Numerical Simulation by Finite Element Method
舆论学	Public Opinion
与风景的对话——中外园林艺术欣赏	Landscape Architecture Appreciation
宇宙、自然与人类	"Our Universe, Nature and Us"
宇宙、自然与人类(A)	"Our Universe, Nature and Us"
宇宙科学导论	Introductory Universe Science
宇宙科学入门	Introductory Universe Science
宇宙论的历史与哲学	In Cosmology: Historical and Philosophical Perspectives
羽毛球技术及裁判培训	Badminton and its Judgement Training
语文(提前)	Chinese (In Advance)
语言学概论	Introduction to Linguistics
语音矫正	Phonetic Rectification
语音识别基础	Fundamentals of Speech Recognition
预测与决策	Prediction and Decision Analysis
预测与决策	prediction and Decition Analysis
元素化学	Element Chemistry
元素揭秘	Revelation of Elements
园林CAD	Landscape CAD
园林毕业设计	Undergraduate Project (Thesis)
园林病虫害	Diseases and Pests Landscape and Garden
园林工程养护与管理	Garden Management
园林规划设计	Landscape Design
园林规划设计（1）	Landscape Design
园林规划设计（2）	Landscape Design
园林规划设计（A类）（2）	Subject Training
园林花卉学	Landscape Flowers
园林建筑工程	Landscape Architecture and Landscape Architecture Construction
园林建筑工程	Landscape Architecture Engineering
园林建筑工程学（1）	Landscape Architecture Engineering I
园林建筑工程学（2）	Landscape Architecture Engineering II
园林建筑与工程	Environmental Geoscience
园林建筑与工程	Landscape Architecture and Engineering
园林经营管理	Landscape Management
园林经营管理（概预算）	Landscape Management
园林科技创新（1）	Innovation of Landscape I
园林科技创新（2）	Innovation of Landscape II
园林历史与地理	Landscape History and Geography
园林历史与艺术	History and Artistic Theory of Landscape Architecture
园林历史与艺术	Landscape History and Art
园林绿地规划	Planning of Urban Green Space System
园林苗圃学	Garden Nursery Management
园林设计	Landscape Planning and Design
园林设计初步	The Guide of Landscape Design
园林生态学	Garden Ecology
园林史	History of Garden Architecture
园林树木学	Ornamental Trees
园林系列讲座	Lectures on Landscape
园林艺木学	Theory of Landscape Architecture
园林艺术	Theory of Landscape Architecture
园林艺术学	Theory of Landscape Architecture
园林艺术原理	Principle of Landscape Architecture
园林植物病虫害防治	Prevention and Control Diseases and Pests of Landscape Plant
园林植物配置	Landscape Design with Plants
园林植物育种学	Garden Plant Breeding
园林植物育种学	Technology of Food Processing I
园林植物栽培学	Landscape Planting
园林植物种质工程	Landscape Plant Genetic Resources Engineering
园林植物种子种苗学	Seed and Seedling Science in Landscape
园林制图	Landscape Drawing
园林制图学	Landscape Drawing
园林制图与设计初步	Landscape Drawing and Design
园林综合实验（1）	Landscape Comprehensive Lab.
园林综合实验（2）	Subject Training
园林综合实验（3）	Integrated Experiments in Landscape Architecture （III）
园艺产品加工工艺	Fruit and Vegetable Processing Technology
园艺设施	Horticultural Equipment
园艺学概论	Outline of Horticulture Science
园艺学通论	Introduction to Horticultural Science
园艺作物育种学	Breeding Science of Horticultural Crops
园艺作物栽培学各论	Horticultural Crop Cultivation
原子核的内部结构	Internal Structure of Atomic Nuclei
原子物理	Atomic Physics
原子物理学	Atomic Physics
远洋运输业务	Ocean Transportation
粤语	Cantonese
运筹学	Operation Research
运筹学	Operations Research
运筹学	Operations Research ①
运筹学（Ⅱ）	Operations Research II
运筹学（A类）	Operations Research
运筹学（B类）	Operations Research
运筹学（C类）	Operations Research
运筹学（D类）（1）	Operations Research
运筹学（D类）（2）	Operations Research
运筹学基础	Operations Research
运动控制基础 （B组）	Basics of Motion Control System
运动控制基础（B组）	Basics of Motion Control System
运动控制系统	Motion Control System
运动控制系统（B组）	Motion Control System
运动控制系统课程设计	Project Workshop of Motion Control System
运输设计与管理	Transport Design and Management
运输设计与管理（物流）	Transport Design and Management (Logistics)
运作管理	Production and Operations Management
杂草学	Weed Science
在你身边的系统科学	System Science：Taking Place in Your Life
在实验中探究化学	Exploring Chemistry in Experiment
早期接触临床	Early-Contacting Clinic
噪声控制与治理	Noise Control and Government
噪声污染控制	Noise Control
噪声污染控制工程	Noise Control Engineering
择业与就业	Guidance of Employment
债权法	Law of Creditor's Rights
展示设计	Display Design
展示与展具设计	Identify and Production Design
战略管理	Strategy Management
战争与和平：中国崛起中的战争与战略问题	War and Peace: Issues of Wars and Strategies in China`s Rise
掌故文化史	Allusions cultural history
哲学智慧与创新思维	Philosophical Wisdom and Innovative Thinking
振动理论	Theory of Vibration
振动噪声测试技术	Technique of Vibration and Noise Measurement
振动噪声测试技术	Techniques of Vibration and Noise Measurement
正常人体解剖学	Anatomy & Physiology
证据法	Evidence Law
证券法	Bond law
证券投资	Stock
证券投资分析	Securities Investment Analysis
证券投资分析(B类）	Securities investment analysis (B）
证券投资学	Stock and Investment
证券投资学	Stock Investment Science
证券投资学	Study of Stock Investment
证券投资原理	Securities and Investment
证券投资原理	Stock and Investment
证券与期货法	Conspectus of Futures Law
证券与期货法	Conspectus of Futures Law
政府沟通	Government Communication
政府沟通与公共关系	Government Communication and Public Relations
政府与市场	Government and Market
政府治理危机与改革分析	Study on Reform and Risk of Governance
政治地理	Political Geography
政治学	Politics
政治学导论	Introduction to Politics
政治学原理	Political Science
知识产权代理	Intellectual Property Agency
知识产权的多维视角	Multidimensional Analysis of Intellectual Property
知识产权典型案例分析	Typical Case Analysis of Intellectual Property
